satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,work_accident,left,promotion_last_5years,department,salary
0.72,0.84,4,256,5,0,1,0,technical,56800
0.11,0.8,6,304,4,0,1,0,technical,59200
0.39,0.51,2,137,3,0,1,0,technical,44850
0.4,0.49,2,144,3,0,1,0,support,45200
0.43,0.54,2,142,3,0,1,0,support,45100
0.76,0.87,5,262,5,0,1,0,support,58100
0.4,0.48,2,142,3,0,1,0,support,45100
0.09,0.89,6,282,4,0,1,0,support,58100
0.37,0.54,2,157,3,0,1,0,support,45850
0.87,0.91,5,228,5,0,1,0,support,56400
0.1,0.86,6,283,4,0,1,0,support,58150
0.11,0.86,6,286,4,0,1,0,support,58300
0.43,0.5,2,148,3,0,1,0,support,45400
0.1,0.81,6,245,4,0,1,0,support,56250
0.11,0.95,6,279,4,0,1,0,technical,57950
0.85,0.87,5,245,5,0,1,0,technical,57250
0.37,0.49,2,138,3,0,1,0,technical,44900
0.44,0.52,2,141,3,0,1,0,management,45050
0.1,0.83,7,302,5,0,1,0,IT,62100
0.11,0.89,6,268,4,0,1,0,IT,57400
0.87,0.88,5,240,5,0,1,0,IT,57000
0.39,0.49,2,127,3,0,1,0,IT,44350
0.1,0.94,7,264,4,0,1,0,IT,58200
0.44,0.53,2,155,3,0,1,0,product_mng,45750
0.4,0.49,2,143,3,0,1,0,product_mng,45150
0.76,0.98,5,217,6,0,1,0,product_mng,57850
0.46,0.55,2,147,3,0,1,0,product_mng,45350
0.9,0.92,4,271,5,0,1,0,IT,57550
0.85,0.87,4,273,5,0,1,0,RandD,57650
0.1,0.78,5,285,4,1,1,0,RandD,57250
0.43,0.49,2,131,3,0,1,0,RandD,44550
0.2,0.5,5,135,6,0,1,0,RandD,53750
0.81,0.92,5,239,5,0,1,0,RandD,56950
0.83,0.85,5,237,5,0,1,0,marketing,56850
0.14,0.75,4,277,5,1,1,0,sales,57850
0.1,0.84,5,303,5,0,1,0,accounting,60150
0.91,0.98,4,242,6,0,1,0,support,58100
0.37,0.57,2,158,3,0,1,0,technical,45900
0.42,0.57,2,147,3,1,1,0,management,45350
0.39,0.68,2,282,5,0,1,0,marketing,56100
0.39,0.54,2,154,3,0,1,0,marketing,45700
0.44,0.52,2,149,3,0,1,0,marketing,45450
0.37,0.45,2,149,3,0,1,0,sales,45450
0.39,0.53,2,146,3,0,1,0,sales,45300
0.72,0.94,4,258,5,0,1,0,sales,56900
0.37,0.49,2,148,3,0,1,0,sales,45400
0.82,0.94,5,236,5,0,1,0,sales,56800
0.42,0.52,2,134,3,0,1,0,sales,44700
0.59,1.0,2,155,5,0,1,0,sales,49750
0.82,0.86,5,257,5,0,1,0,sales,57850
0.73,0.97,6,189,2,0,1,0,sales,49450
0.78,0.66,3,164,3,0,1,0,sales,47200
0.09,0.95,6,271,4,0,1,0,sales,57550
0.1,0.97,6,280,4,0,1,0,sales,58000
0.45,0.46,2,149,3,0,1,0,sales,45450
0.83,0.81,5,219,5,0,1,0,sales,55950
0.43,0.51,2,128,3,0,1,0,sales,44400
0.4,0.47,2,128,3,0,1,0,sales,44400
0.43,0.46,2,157,3,0,1,0,sales,45850
0.78,0.93,4,225,5,0,1,0,sales,55250
0.39,0.45,2,140,3,0,1,0,sales,45000
0.11,0.97,6,310,4,0,1,0,accounting,59500
0.36,0.52,2,143,3,0,1,0,accounting,45150
0.36,0.54,2,153,3,0,1,0,accounting,45650
0.1,0.79,7,310,4,0,1,0,hr,60500
0.4,0.47,2,136,3,0,1,0,hr,44800
0.81,0.85,4,251,6,0,1,0,hr,58550
0.4,0.47,2,144,3,0,1,0,hr,45200
0.09,0.93,6,296,4,0,1,0,technical,58800
0.76,0.89,5,238,5,0,1,0,technical,56900
0.73,0.93,5,162,4,0,1,0,technical,51100
0.38,0.49,2,137,3,0,1,0,technical,44850
0.72,0.84,5,257,5,0,1,0,technical,57850
0.4,0.56,2,148,3,0,1,0,technical,45400
0.91,0.99,5,254,5,0,1,0,technical,57700
0.85,0.85,4,247,6,0,1,0,technical,58350
0.9,0.7,5,206,4,0,1,0,technical,53300
0.46,0.55,2,145,3,0,1,0,technical,45250
0.43,0.57,2,159,3,1,1,0,technical,45950
0.89,0.88,5,228,5,1,1,0,support,56400
0.09,0.81,6,257,4,0,1,0,support,56850
0.4,0.48,2,155,3,0,1,0,support,45750
0.76,0.83,6,293,6,0,1,0,support,62650
0.4,0.57,2,151,3,0,1,0,support,45550
0.37,0.48,2,160,3,0,1,0,support,46000
0.37,0.53,2,143,3,0,1,0,support,45150
0.11,0.96,6,280,4,0,1,0,support,58000
0.37,0.52,2,158,3,0,1,0,support,45900
0.09,0.89,7,310,4,0,1,0,support,60500
0.88,0.86,5,258,5,0,1,0,support,57900
0.84,0.94,5,262,5,0,1,0,technical,58100
0.1,0.98,6,265,4,0,1,0,technical,57250
0.41,0.47,2,143,3,1,1,0,technical,45150
0.84,0.91,5,232,6,0,1,0,management,58600
0.41,0.55,2,161,3,0,1,0,IT,46050
0.53,0.76,5,132,6,0,1,0,IT,53600
0.42,0.47,2,139,3,1,1,0,IT,44950
0.36,0.5,2,131,3,0,1,0,IT,44550
0.38,0.52,2,161,3,0,1,0,IT,46050
0.36,0.48,2,152,3,0,1,0,product_mng,45600
0.46,0.54,2,138,3,0,1,0,product_mng,44900
0.37,0.47,2,159,3,1,1,0,product_mng,45950
0.42,0.49,2,153,3,0,1,0,product_mng,45650
0.44,0.56,2,156,3,0,1,0,IT,45800
0.92,0.82,5,265,5,0,1,0,RandD,58250
0.1,0.79,6,301,5,0,1,0,RandD,61050
0.76,1.0,4,220,6,0,1,0,RandD,57000
0.11,0.79,6,247,4,0,1,0,RandD,56350
0.43,0.48,2,136,3,0,1,0,RandD,44800
0.4,0.49,2,160,3,0,1,0,marketing,46000
0.11,0.84,7,310,4,0,1,0,sales,60500
0.84,0.82,5,240,5,0,1,0,accounting,57000
0.84,0.84,5,238,5,0,1,0,support,56900
0.51,0.6,7,243,5,0,1,0,technical,59150
0.66,0.91,5,248,4,0,1,0,management,55400
0.42,0.56,2,137,3,0,1,0,marketing,44850
0.38,0.49,2,155,3,0,1,0,marketing,45750
0.15,0.63,7,229,3,0,1,0,marketing,54450
0.38,0.53,2,140,3,0,1,0,sales,45000
0.43,0.54,2,156,3,0,1,0,sales,45800
0.37,0.57,2,147,3,0,1,0,sales,45350
0.11,0.92,7,293,4,0,1,0,sales,59650
0.41,0.53,2,157,3,0,1,0,sales,45850
0.84,0.96,4,247,5,0,1,0,sales,56350
0.4,0.51,2,148,3,0,1,0,sales,45400
0.58,0.74,4,215,3,0,0,0,sales,50750
0.82,0.67,2,202,3,0,0,0,sales,48100
0.45,0.69,5,193,3,0,0,0,sales,50650
0.78,0.82,5,247,3,0,0,0,sales,53350
0.49,0.6,3,214,2,0,0,0,sales,47700
0.36,0.95,3,206,4,0,0,0,sales,51300
0.54,0.37,2,176,2,0,0,0,sales,44800
0.99,0.91,5,136,4,0,0,0,sales,49800
0.5,0.75,6,127,3,0,0,0,sales,48350
0.74,0.64,4,268,3,0,0,0,sales,53400
0.56,0.58,4,258,3,0,0,0,sales,52900
0.34,0.39,2,136,3,0,0,0,sales,44800
0.48,0.94,5,255,6,0,0,0,accounting,59750
0.73,0.62,3,218,3,0,0,0,accounting,49900
0.59,0.87,3,268,4,0,0,0,accounting,54400
0.81,0.57,3,224,2,0,0,0,hr,48200
0.9,0.66,3,231,3,0,0,0,hr,50550
0.41,0.84,6,191,6,0,0,0,hr,57550
0.72,0.5,3,257,6,0,0,0,IT,57850
0.89,0.92,4,165,5,0,0,0,hr,52250
0.48,0.84,4,252,3,0,0,0,technical,52600
0.79,0.97,5,266,2,0,0,0,technical,52300
0.98,0.66,5,248,3,0,0,0,technical,53400
0.75,0.7,4,144,4,0,0,0,technical,49200
1.0,0.41,4,174,3,0,0,0,technical,48700
0.24,0.82,5,179,6,0,0,0,technical,55950
0.84,0.43,6,246,4,0,0,0,technical,56300
0.56,0.86,4,201,3,1,0,0,technical,50050
0.92,0.93,4,208,3,0,0,0,technical,50400
0.61,0.98,3,267,3,0,0,0,technical,52350
0.84,0.77,4,262,4,0,0,0,technical,55100
0.85,0.59,3,235,3,0,0,0,support,50750
0.67,0.57,2,160,4,0,0,0,support,48000
0.54,0.94,4,267,4,0,0,0,support,55350
0.75,0.56,5,175,4,0,0,0,support,51750
0.82,0.79,4,224,2,0,0,0,support,49200
0.76,0.6,4,177,2,0,0,0,support,46850
0.19,0.53,6,191,4,0,0,0,support,53550
0.61,0.41,3,138,3,0,0,0,support,45900
0.51,0.8,3,218,2,1,0,0,support,47900
0.52,0.88,3,179,2,1,0,0,support,45950
0.74,0.58,3,241,3,0,0,0,support,51050
0.98,0.91,4,240,3,0,0,0,technical,52000
0.71,0.92,3,202,4,0,0,0,technical,51100
0.33,0.88,6,260,3,0,0,0,technical,55000
0.98,0.97,3,196,3,0,0,0,management,48800
0.52,0.59,2,176,3,1,0,0,IT,46800
0.84,0.65,2,140,3,0,0,0,IT,45000
0.87,0.5,3,242,2,0,0,0,IT,49100
0.48,0.85,3,279,4,0,0,0,IT,54950
0.58,0.55,4,202,3,0,0,0,IT,50100
0.58,0.84,5,228,3,0,0,0,product_mng,52400
0.73,0.69,4,171,3,0,0,0,product_mng,48550
0.68,0.54,4,153,3,0,0,0,product_mng,47650
0.41,0.68,3,165,3,1,0,0,product_mng,47250
0.85,0.6,3,182,3,0,0,0,IT,48100
0.54,0.7,5,239,5,0,0,0,RandD,56950
0.81,0.61,5,231,2,0,0,0,RandD,50550
0.7,0.52,4,255,3,0,0,0,RandD,52750
0.63,0.66,4,237,2,1,0,0,RandD,49850
0.68,0.54,3,251,2,0,0,0,RandD,49550
0.7,0.53,4,178,2,0,0,0,marketing,46900
0.82,0.65,4,148,3,0,0,0,sales,47400
0.72,0.94,4,240,4,0,0,0,accounting,54000
0.77,0.78,3,269,3,0,0,0,support,52450
0.86,0.91,4,147,3,0,0,0,technical,47350
0.15,0.97,3,198,5,0,0,0,management,52900
0.81,0.99,5,143,3,0,0,0,marketing,48150
0.93,0.98,3,238,2,0,0,0,marketing,48900
0.62,0.74,4,213,4,0,0,0,marketing,52650
0.53,0.81,3,226,3,1,0,0,sales,50300
0.86,0.99,3,169,2,1,0,0,sales,45450
0.92,0.65,4,238,2,0,0,0,sales,49900
0.97,0.83,4,202,3,0,0,0,sales,50100
0.39,0.78,2,205,6,1,0,0,sales,54250
0.45,0.66,3,111,4,0,0,0,sales,46550
0.41,0.47,4,104,3,0,0,0,sales,45200
0.51,0.69,3,212,3,0,0,0,sales,49600
0.74,0.62,4,236,4,0,0,0,sales,53800
0.69,0.57,5,245,2,1,0,0,sales,51250
0.84,0.64,4,267,4,0,0,0,sales,55350
0.69,0.66,5,106,5,0,0,0,sales,50300
0.93,0.53,5,198,3,0,0,0,sales,50900
0.33,0.45,6,239,3,0,0,0,sales,53950
0.25,0.65,5,220,3,0,0,0,sales,52000
0.63,0.59,5,224,3,0,0,0,sales,52200
0.81,0.62,3,100,3,0,0,0,sales,44000
0.12,0.87,4,244,5,0,0,0,sales,56200
0.52,0.66,4,139,3,0,0,0,sales,46950
0.57,0.51,2,152,2,0,0,0,accounting,43600
0.84,0.58,4,208,3,0,0,0,accounting,50400
0.6,0.95,5,205,3,0,0,0,accounting,51250
0.73,0.44,2,194,6,0,0,0,hr,53700
0.2,0.58,3,209,5,0,0,0,hr,53450
0.58,0.9,3,212,3,0,0,0,hr,49600
0.48,0.56,2,151,3,0,0,0,hr,45550
0.54,0.67,4,282,6,0,0,0,technical,60100
0.86,1.0,4,256,3,0,0,0,technical,52800
0.94,0.83,2,185,3,1,0,0,technical,47250
0.76,0.74,5,132,3,0,0,0,technical,47600
0.61,0.95,5,233,3,0,0,0,technical,52650
0.56,0.94,4,215,2,0,0,0,technical,48750
1.0,0.74,3,220,4,0,0,0,technical,52000
0.15,0.53,6,222,3,0,0,0,technical,53100
0.19,0.58,5,182,2,0,0,0,technical,48100
0.17,0.73,5,258,4,0,0,0,technical,55900
0.71,0.57,3,209,2,0,0,0,technical,47450
0.86,0.79,3,242,2,0,0,0,support,49100
0.59,0.88,4,155,3,1,0,0,support,47750
0.74,0.76,5,104,4,0,0,0,support,48200
0.98,0.92,4,201,3,1,0,0,support,50050
0.93,0.75,5,143,3,0,0,0,support,48150
1.0,0.92,5,161,3,1,0,0,support,49050
0.59,0.81,4,200,2,0,0,0,support,48000
0.98,0.55,4,255,2,0,0,0,support,50750
0.35,0.5,5,227,2,0,0,0,support,50350
0.42,0.96,3,270,6,0,0,0,support,58500
0.61,0.85,5,230,3,0,0,0,support,52500
0.78,0.72,5,270,3,1,0,0,technical,54500
0.93,0.52,4,200,3,0,0,0,technical,50000
0.5,0.95,5,207,3,0,0,0,technical,51350
0.67,0.51,5,182,3,0,0,0,management,50100
0.75,0.85,4,234,3,0,0,0,IT,51700
0.79,0.51,4,237,2,0,0,0,IT,49850
0.57,0.48,2,194,2,0,0,0,IT,45700
0.73,0.52,4,162,3,0,0,0,product_mng,48100
0.74,0.58,4,148,2,0,0,0,product_mng,45400
0.52,0.83,4,210,2,0,0,0,product_mng,48500
0.56,0.76,3,213,2,1,0,0,product_mng,47650
0.76,0.68,4,189,2,1,0,0,IT,47450
0.82,0.93,4,185,2,0,0,0,RandD,47250
0.76,0.83,3,186,2,1,0,0,RandD,46300
0.62,0.59,3,128,3,0,0,0,RandD,45400
0.48,0.8,4,268,3,0,0,0,RandD,53400
0.64,0.77,3,213,3,1,0,0,RandD,49650
0.74,0.82,4,142,2,0,0,0,marketing,45100
0.52,0.43,2,199,2,0,0,0,sales,45950
0.67,0.5,4,157,2,0,0,0,accounting,45850
0.71,0.76,5,172,2,1,0,0,support,47600
0.72,0.63,3,176,3,1,0,0,technical,47800
0.33,0.58,2,183,2,0,0,0,management,45150
0.91,0.56,4,270,2,0,0,0,marketing,51500
0.88,0.68,5,157,4,1,0,0,marketing,50850
0.96,0.6,4,185,3,0,0,0,marketing,49250
0.97,0.68,3,167,3,0,0,0,sales,47350
0.27,0.59,5,226,5,0,0,0,sales,56300
0.65,0.64,3,223,4,0,0,0,sales,52150
0.68,0.73,3,257,3,0,0,0,sales,51850
0.68,0.46,4,143,3,0,0,0,sales,47150
0.69,0.74,3,215,2,0,0,0,sales,47750
0.79,0.99,3,194,4,0,0,0,sales,50700
0.74,0.92,5,193,3,0,0,0,sales,50650
0.8,0.83,3,163,3,0,0,0,sales,47150
0.38,0.94,5,252,5,0,0,0,sales,57600
0.26,0.83,3,168,3,0,0,0,sales,47400
0.81,0.86,3,231,3,0,0,0,sales,50550
0.67,0.54,2,141,2,0,0,0,sales,43050
0.55,0.81,4,260,2,0,0,0,sales,51000
0.87,0.71,3,132,2,0,0,0,sales,43600
0.46,0.69,2,159,2,0,0,0,sales,43950
0.63,0.57,4,177,3,1,0,0,sales,48850
0.54,0.96,4,248,3,0,0,0,sales,52400
1.0,0.49,3,185,2,0,0,0,sales,46250
0.97,0.66,4,149,2,0,0,0,accounting,45450
0.9,0.92,3,152,3,0,0,0,accounting,46600
0.75,0.7,3,129,3,0,0,0,accounting,45450
0.92,0.84,4,208,2,0,0,0,hr,48400
0.8,0.94,4,136,2,0,0,0,hr,44800
0.57,0.81,3,142,2,0,0,0,hr,44100
0.81,0.94,3,225,4,0,0,0,hr,52250
0.64,0.6,3,143,3,0,0,0,technical,46150
0.71,0.54,4,215,3,0,0,0,technical,50750
0.35,0.58,3,229,6,1,0,0,technical,56450
0.88,0.81,5,193,5,0,0,0,technical,54650
0.13,0.59,5,160,5,0,0,0,technical,53000
0.82,0.73,4,195,5,1,0,0,technical,53750
0.17,0.92,4,189,2,0,0,0,technical,47450
0.21,0.82,4,207,5,0,0,0,technical,54350
0.89,0.47,4,108,3,0,0,0,technical,45400
0.2,0.72,6,224,4,0,0,0,technical,55200
0.99,0.81,5,180,3,1,0,0,technical,50000
0.26,0.85,6,152,4,0,0,0,support,51600
0.22,0.53,4,244,2,0,0,0,support,50200
0.79,0.84,3,176,3,0,0,0,support,47800
0.73,0.79,4,145,2,1,0,0,support,45250
0.83,0.54,3,149,3,0,0,0,support,46450
0.42,0.54,3,122,4,0,0,0,support,47100
0.18,0.8,2,110,5,0,0,0,support,47500
0.92,0.91,4,222,2,0,0,0,support,49100
0.87,0.52,3,237,3,0,0,0,support,50850
0.72,0.65,4,224,3,0,0,0,support,51200
0.64,0.58,5,115,5,0,0,0,support,50750
1.0,0.66,4,180,3,0,0,0,technical,49000
0.83,0.65,4,162,3,0,0,0,technical,48100
0.98,0.58,4,136,3,0,0,0,technical,46800
0.7,0.87,3,260,2,0,0,0,management,50000
0.9,0.79,4,150,2,0,0,0,IT,45500
0.55,0.99,4,248,3,0,0,0,IT,52400
0.78,0.84,3,233,3,1,0,0,IT,50650
0.89,0.53,5,272,3,0,0,0,IT,54600
0.17,0.59,3,197,5,0,0,0,IT,52850
0.14,0.64,5,164,5,0,0,0,product_mng,53200
0.85,0.57,4,216,2,0,0,0,product_mng,48800
0.84,0.79,4,266,3,1,0,0,product_mng,53300
0.7,0.69,3,102,4,1,0,0,product_mng,46100
0.16,0.98,5,284,5,0,0,0,IT,59200
0.51,0.69,3,145,2,1,0,0,RandD,44250
0.6,0.89,3,167,4,0,0,0,RandD,49350
0.5,0.63,3,172,2,0,0,0,RandD,45600
0.43,0.39,5,198,5,0,0,0,RandD,54900
0.5,0.7,4,201,4,0,0,0,RandD,52050
0.91,0.89,4,197,4,0,0,0,marketing,51850
0.65,0.93,4,270,2,0,0,0,sales,51500
0.59,0.52,2,149,3,0,0,0,accounting,45450
0.89,0.56,3,256,3,0,0,0,support,51800
0.97,0.6,3,162,3,0,0,0,technical,47100
0.56,0.97,5,163,2,0,0,0,management,47150
0.76,0.93,3,266,3,1,0,0,marketing,52300
0.28,0.55,4,208,4,0,0,0,marketing,52400
0.75,0.51,4,138,4,0,0,0,marketing,48900
0.78,0.81,4,232,3,0,0,0,sales,51600
0.26,0.63,6,100,4,0,0,0,sales,49000
0.53,0.72,2,172,5,0,0,0,sales,50600
0.25,0.41,3,133,6,1,0,0,sales,51650
0.82,0.51,3,234,3,0,0,0,sales,50700
0.71,0.57,2,183,4,0,0,0,sales,49150
0.61,0.95,4,174,4,0,0,0,sales,50700
0.89,0.68,3,175,2,0,0,0,sales,45750
0.57,0.78,3,109,3,1,0,0,sales,44450
0.93,0.8,4,248,3,0,0,0,sales,52400
0.61,0.84,5,104,4,0,0,0,sales,48200
0.56,0.62,3,154,2,0,0,0,sales,44700
0.7,0.89,6,214,2,0,0,0,sales,50700
0.9,0.64,4,209,4,0,0,0,sales,52450
0.15,0.74,6,212,2,0,0,0,sales,50600
0.39,0.36,3,168,3,1,0,0,sales,47400
0.74,0.72,4,176,3,0,0,0,sales,48800
0.7,0.61,4,163,4,1,0,0,sales,50150
0.72,0.93,4,148,2,0,0,0,sales,45400
0.61,0.97,3,137,3,0,0,0,accounting,45850
0.96,1.0,5,162,3,0,0,0,accounting,49100
0.7,0.59,4,216,3,0,0,0,accounting,50800
0.92,0.49,3,240,2,0,0,0,hr,49000
0.72,0.56,4,176,2,0,0,0,hr,46800
0.53,0.75,6,192,6,0,0,0,hr,57600
0.67,0.85,3,160,4,0,0,0,hr,49000
0.78,0.8,4,194,2,1,0,0,technical,47700
0.53,0.75,4,239,2,1,0,0,technical,49950
0.9,0.48,4,204,3,0,0,0,technical,50200
0.16,0.9,5,258,3,0,0,0,technical,53900
0.62,0.38,3,257,3,0,0,0,technical,51850
0.62,0.98,4,137,3,0,0,0,technical,46850
0.22,0.52,6,175,4,0,0,0,technical,52750
0.91,0.82,3,183,3,0,0,0,technical,48150
0.87,0.74,4,190,4,0,0,0,technical,51500
0.95,0.69,3,225,2,0,0,0,technical,48250
0.99,0.75,3,215,3,0,0,0,technical,49750
0.99,0.57,3,176,4,1,0,0,support,49800
0.77,0.99,4,153,3,1,0,0,support,47650
0.75,0.68,3,150,2,1,0,0,support,44500
0.83,0.54,4,259,5,0,0,0,support,56950
0.61,0.39,3,99,2,0,0,0,support,41950
0.91,0.97,3,167,2,0,0,0,support,45350
0.47,0.64,3,192,3,0,0,0,support,48600
0.77,0.61,5,146,3,0,0,0,support,48300
0.55,0.51,3,190,3,0,0,0,support,48500
0.32,0.48,5,246,3,0,0,0,support,53300
0.96,0.67,6,190,3,0,0,0,support,51500
0.72,0.79,5,260,2,0,0,0,technical,52000
0.8,0.9,4,136,3,0,0,0,technical,46800
0.61,0.55,4,231,3,0,0,0,technical,51550
0.97,0.88,3,204,2,0,0,0,management,47200
0.63,0.93,4,201,3,0,0,0,IT,50050
0.92,0.92,3,159,3,0,0,0,IT,46950
0.94,0.74,5,171,3,0,0,0,IT,49550
0.79,0.72,6,240,4,0,0,0,IT,56000
0.75,0.73,2,152,4,0,0,0,IT,47600
0.78,0.99,3,151,3,1,0,0,product_mng,46550
0.96,0.45,6,232,2,1,0,0,product_mng,51600
0.65,0.68,4,128,5,0,0,0,product_mng,50400
0.18,0.94,3,187,6,1,0,0,product_mng,54350
0.94,0.51,3,160,2,0,0,0,IT,45000
0.84,0.79,4,259,3,0,0,0,RandD,52950
0.67,0.54,2,136,2,0,0,0,RandD,42800
0.71,0.5,4,253,3,0,0,0,RandD,52650
0.56,0.64,3,260,3,0,0,0,RandD,52000
0.29,0.56,5,231,6,0,0,0,RandD,58550
0.47,0.9,3,101,2,1,0,0,marketing,42050
0.4,0.69,2,174,3,0,0,0,sales,46700
0.81,0.82,4,167,2,0,0,0,accounting,46350
0.96,0.99,3,148,3,0,0,0,support,46400
0.99,0.75,6,139,5,1,0,0,technical,52950
0.75,0.77,4,136,3,0,0,0,management,46800
0.75,0.74,4,153,2,0,0,0,marketing,45650
1.0,0.86,4,161,2,0,0,0,marketing,46050
0.52,0.53,2,163,2,0,0,0,marketing,44150
0.98,0.74,3,164,3,0,0,0,sales,47200
0.6,0.64,2,137,5,0,0,0,sales,48850
0.38,0.44,3,137,3,0,0,0,sales,45850
0.51,0.41,6,106,5,0,0,0,sales,51300
0.91,0.61,2,272,2,0,0,0,sales,49600
0.56,0.62,5,238,3,0,0,0,sales,52900
0.58,0.69,4,223,4,0,0,0,sales,53150
0.51,0.53,3,201,2,0,0,0,sales,47050
0.91,0.55,6,97,4,0,0,0,sales,48850
0.8,0.98,2,232,6,1,0,0,sales,55600
0.55,0.83,4,199,3,0,0,0,sales,49950
0.62,0.53,3,141,3,0,0,0,sales,46050
0.62,0.6,3,171,2,0,0,0,sales,45550
0.87,0.58,4,212,3,0,0,0,sales,50600
0.65,0.5,5,270,2,0,0,0,sales,52500
0.51,0.64,3,267,2,0,0,0,sales,50350
0.98,0.77,3,134,2,1,0,0,sales,43700
0.13,0.43,4,165,5,0,0,0,sales,52250
0.78,0.76,5,168,4,1,0,0,sales,51400
0.6,0.98,3,262,2,0,0,0,accounting,50100
0.68,0.69,3,185,2,0,0,0,accounting,46250
0.55,0.84,3,237,3,0,0,0,accounting,50850
0.99,0.79,4,192,3,0,0,0,hr,49600
0.92,0.68,5,236,2,0,0,0,hr,50800
1.0,0.65,4,202,4,1,0,0,hr,52100
0.77,0.93,4,171,2,0,0,0,hr,46550
0.86,0.7,5,160,3,0,0,0,technical,49000
0.89,0.84,2,252,3,0,0,0,technical,50600
0.58,0.55,5,206,3,0,0,0,technical,51300
0.56,0.66,3,212,2,0,0,0,technical,47600
0.38,0.64,3,111,3,0,0,0,technical,44550
0.62,0.64,3,240,2,0,0,0,technical,49000
0.66,0.77,2,171,2,0,0,0,technical,44550
0.3,0.44,3,129,2,0,0,0,technical,43450
0.82,0.83,3,271,2,0,0,0,technical,50550
0.96,0.68,4,162,2,0,0,0,technical,46100
0.66,0.95,3,191,3,0,0,0,technical,48550
0.79,0.5,5,176,3,0,0,0,support,49800
0.69,0.5,3,208,4,0,0,0,hr,51400
0.97,0.77,3,182,2,1,0,0,support,46100
0.59,0.65,3,226,3,0,0,0,support,50300
0.57,0.48,4,161,3,0,0,0,support,48050
0.64,0.53,4,163,3,0,0,0,support,48150
0.14,0.51,5,173,4,0,0,0,support,51650
0.48,0.55,3,228,2,0,0,0,support,48400
0.78,1.0,3,139,3,0,0,0,support,45950
0.96,0.62,5,128,5,0,0,0,support,51400
0.82,0.97,3,115,2,1,0,0,support,42750
0.94,0.9,5,191,4,0,0,0,support,52550
0.95,0.66,4,183,3,0,0,0,technical,49150
0.59,0.43,3,173,3,0,0,0,technical,47650
0.69,0.89,4,174,2,0,0,0,technical,46700
0.74,0.72,3,213,3,0,0,0,management,49650
0.67,0.67,4,192,4,0,0,0,IT,51600
0.83,0.52,3,167,2,1,0,0,IT,45350
0.81,0.85,3,263,3,1,0,0,IT,52150
0.54,0.73,2,100,3,0,0,0,IT,43000
0.89,0.83,3,164,3,0,0,0,IT,47200
0.79,0.74,5,172,2,0,0,0,product_mng,47600
0.46,0.58,4,171,3,0,0,0,product_mng,48550
0.99,0.93,4,236,3,0,0,0,product_mng,51800
0.75,0.9,5,186,4,0,0,0,product_mng,52300
0.93,0.82,4,175,3,0,0,0,IT,48750
0.65,0.6,5,227,3,0,0,0,RandD,52350
0.19,0.63,4,142,6,0,0,0,RandD,53100
0.48,0.61,2,121,2,0,0,0,RandD,42050
0.95,0.64,5,234,3,0,0,0,RandD,52700
0.92,0.77,4,185,3,0,0,0,RandD,49250
0.84,0.54,4,160,3,0,0,0,marketing,48000
0.37,0.63,4,153,3,1,0,0,sales,47650
0.22,0.74,3,199,6,0,0,0,accounting,54950
0.64,0.54,3,166,2,0,0,0,support,45300
0.72,0.88,2,247,3,0,0,0,technical,50350
0.48,0.69,4,245,3,0,0,0,management,52250
0.12,0.55,5,242,4,0,0,0,marketing,55100
0.78,0.98,5,158,2,0,0,0,marketing,46900
0.71,0.74,3,163,3,1,0,0,marketing,47150
0.38,0.69,3,99,3,1,0,0,sales,43950
0.57,0.85,4,164,3,0,0,0,sales,48200
0.72,0.51,3,160,3,0,0,0,sales,47000
0.6,0.57,2,184,3,0,0,0,sales,47200
0.61,0.55,5,266,2,0,0,0,sales,52300
0.67,0.64,4,190,2,0,0,0,sales,47500
0.97,0.97,5,192,2,0,0,0,sales,48600
0.22,0.6,3,205,6,1,0,0,sales,55250
0.15,0.53,4,205,5,1,0,0,sales,54250
0.6,0.6,3,258,3,0,0,0,sales,51900
0.15,0.8,5,151,2,1,0,0,sales,46550
0.5,0.81,3,148,2,0,0,0,sales,44400
0.9,0.67,3,179,2,0,0,0,sales,45950
0.84,0.51,6,141,2,1,0,0,sales,47050
0.74,0.78,5,216,2,0,0,0,sales,49800
0.72,0.51,3,235,2,0,0,0,sales,48750
0.93,0.63,3,160,4,1,0,0,sales,49000
0.54,0.69,3,141,4,0,0,0,sales,48050
0.87,0.65,4,246,2,1,0,0,sales,50300
0.19,0.98,5,226,4,1,0,0,accounting,54300
0.33,0.4,4,212,2,1,0,0,accounting,48600
0.94,0.93,4,220,3,0,0,0,accounting,51000
0.77,0.49,4,266,2,0,0,0,hr,51300
0.48,0.82,3,183,2,0,0,0,hr,46150
0.7,0.74,5,263,3,1,0,0,hr,54150
0.54,0.93,4,161,4,1,0,0,hr,50050
0.61,0.98,4,199,2,0,0,0,technical,47950
0.97,0.4,4,258,4,1,0,0,technical,54900
0.6,0.85,3,209,2,1,0,0,technical,47450
0.93,0.84,5,135,3,0,0,0,technical,47750
0.48,0.69,4,222,2,0,0,0,technical,49100
0.16,0.76,5,192,3,0,0,0,technical,50600
0.18,0.75,3,250,3,0,0,0,technical,51500
0.84,0.75,3,187,3,1,0,0,technical,48350
0.69,0.63,4,217,3,0,0,0,technical,50850
0.22,0.88,4,213,3,1,0,0,technical,50650
