satisfaction_level,last_evaluation,number_project,average_monthly_hours,tenure,work_accident,left,promotion_last_5years,department,salary_usd
0.71,0.75,4,272,4,0,0,0,technical,47025
0.49,0.76,3,208,2,0,0,0,technical,37762
0.59,0.65,4,219,3,1,0,0,technical,36738
0.87,0.59,5,154,3,0,0,0,support,32706
0.66,0.6,3,179,4,0,0,0,support,36832
0.78,0.92,5,137,2,0,0,0,support,33816
0.65,0.7,4,211,2,0,0,0,support,38390
0.8,0.97,5,271,4,0,0,0,support,42711
0.56,0.75,4,192,2,0,0,0,support,37478
0.85,0.67,4,228,4,0,0,0,support,45837
0.14,0.46,2,267,6,1,0,0,support,46188
0.74,0.62,4,272,2,0,0,0,support,40079
0.86,0.93,2,260,2,0,0,0,support,37342
0.71,0.96,4,161,3,0,0,0,support,35258
0.83,0.99,4,226,2,0,0,0,technical,40851
0.52,0.49,4,249,4,1,0,0,technical,40481
0.63,0.8,3,243,3,0,0,0,technical,39463
0.92,0.93,4,247,2,0,0,0,management,39077
0.66,0.87,3,186,2,0,0,0,IT,33745
0.77,0.7,3,155,3,0,0,0,IT,31518
0.74,0.97,2,135,4,0,0,0,IT,35357
0.81,0.76,5,198,4,0,0,0,IT,40247
0.67,0.55,3,175,2,0,0,0,IT,35700
0.75,0.92,3,192,3,0,0,0,product_mng,35465
0.65,0.36,2,282,3,0,0,0,product_mng,43452
0.81,0.6,4,179,3,0,0,0,product_mng,34858
0.57,0.77,4,245,3,0,0,0,product_mng,44630
0.89,0.66,4,235,3,0,0,0,IT,35480
0.5,0.56,4,266,2,0,0,0,RandD,40986
0.21,0.42,4,269,4,1,0,0,RandD,44238
0.79,0.67,3,264,2,0,0,0,RandD,36911
0.66,0.57,3,161,2,1,0,0,RandD,34810
0.82,0.95,3,203,3,0,0,0,RandD,40548
0.85,0.85,4,258,2,0,0,0,marketing,33957
0.72,0.96,3,143,3,0,0,0,sales,35606
0.52,0.92,3,214,3,0,0,0,accounting,31666
0.5,0.62,4,166,3,1,0,0,support,33985
0.52,0.82,3,192,3,0,0,0,technical,40872
0.13,0.87,3,185,4,1,0,0,management,36495
0.87,0.98,4,173,3,0,0,0,marketing,33815
0.53,0.98,2,163,3,0,0,0,marketing,33955
0.15,0.76,5,277,4,0,0,0,marketing,49519
0.64,0.86,5,274,2,1,0,0,sales,36620
0.52,0.44,3,119,2,0,0,0,sales,29021
0.79,0.67,4,267,3,0,0,0,sales,45193
0.74,0.89,3,160,2,0,0,0,sales,38344
0.81,0.84,4,198,2,0,0,0,sales,36241
0.94,0.6,3,193,3,0,0,0,sales,33752
0.67,0.84,6,250,2,0,0,0,sales,46139
0.93,0.84,3,237,4,1,0,0,sales,44536
0.52,0.96,4,170,2,0,0,0,sales,36797
0.48,0.74,2,157,2,1,0,0,sales,30618
0.57,0.92,6,267,4,0,0,0,sales,44627
0.71,0.77,4,192,4,0,0,0,sales,38799
0.9,0.74,4,218,2,1,0,0,sales,38327
0.58,0.61,4,210,3,0,0,0,sales,42227
0.66,0.48,4,229,4,0,0,0,sales,43248
0.59,0.66,3,186,3,0,0,0,sales,33806
0.96,0.5,3,234,2,1,0,0,sales,40841
0.13,0.91,2,149,5,0,0,0,sales,37532
0.93,0.92,3,205,3,0,0,0,sales,39167
0.54,0.72,3,148,4,0,0,0,accounting,39766
0.54,0.77,5,270,3,0,0,0,accounting,39721
0.87,0.62,3,176,3,0,0,0,accounting,35910
0.79,0.91,3,226,2,0,0,0,hr,35671
0.83,0.57,3,232,4,0,0,0,hr,36380
0.73,0.6,3,137,3,0,0,0,hr,34916
0.29,0.42,6,253,3,0,0,0,hr,48828
0.8,0.7,6,231,4,0,0,0,technical,38349
0.29,0.81,3,189,6,0,0,0,technical,41069
0.43,0.85,6,168,2,0,0,0,technical,38401
0.99,0.93,3,261,3,0,0,0,technical,40557
0.86,0.51,4,152,3,0,0,0,technical,35417
0.85,0.78,5,263,2,1,0,0,technical,37401
0.66,0.68,3,258,3,0,0,0,technical,40681
0.57,0.99,3,205,3,0,0,0,technical,35558
0.31,0.64,6,183,2,1,0,0,technical,32075
0.88,0.88,3,153,3,0,0,0,technical,37836
0.72,0.72,5,194,4,0,0,0,technical,42595
0.75,0.66,4,202,2,0,0,0,support,36829
0.82,0.71,4,164,4,0,0,0,support,38372
0.82,0.67,3,213,2,0,0,0,support,39035
0.15,0.52,4,265,6,0,0,0,support,46410
0.16,0.88,6,218,3,0,0,0,support,43060
0.95,0.4,5,286,4,0,0,0,support,44056
0.87,0.73,3,172,3,1,0,0,support,39079
0.85,0.89,4,251,2,0,0,0,support,39951
0.58,0.6,3,110,3,1,0,0,support,33185
0.63,0.86,3,269,4,0,0,0,support,38974
0.69,0.68,3,151,3,1,0,0,support,35467
0.53,0.85,5,161,2,0,0,0,technical,33470
0.96,0.71,4,210,3,0,0,0,technical,37004
0.73,0.83,2,167,3,0,0,0,technical,32611
0.5,0.6,3,270,3,1,0,0,management,38034
0.81,0.83,3,133,3,1,0,0,IT,39161
0.82,0.59,3,249,3,0,0,0,IT,42978
0.76,0.72,4,266,3,0,0,0,IT,46200
0.27,0.82,4,276,2,0,0,0,IT,37342
0.64,0.38,6,215,3,0,0,0,IT,40828
0.57,0.9,3,262,2,0,0,0,product_mng,35566
0.49,0.84,5,193,3,0,0,0,product_mng,36910
0.66,0.92,2,102,4,0,0,0,product_mng,30604
0.71,0.36,4,278,4,1,0,0,product_mng,46598
0.61,0.63,3,250,4,0,0,0,IT,40209
0.52,0.89,5,193,4,0,0,0,RandD,42820
0.62,0.91,3,133,3,0,0,0,RandD,35360
0.98,0.65,4,216,4,0,0,0,RandD,46159
0.67,0.56,5,174,2,1,0,0,RandD,32501
0.85,0.62,2,280,4,0,0,0,RandD,44948
0.84,0.85,4,246,2,0,0,0,marketing,41766
1,0.53,3,142,3,0,0,0,sales,31866
0.72,0.76,4,144,3,1,0,0,accounting,37817
0.66,0.75,6,100,4,1,0,0,support,37240
0.64,0.71,5,212,2,0,0,0,technical,37531
1,0.76,5,201,3,0,0,0,management,36990
0.75,0.59,5,206,2,0,0,0,marketing,36002
0.81,0.77,4,197,3,0,0,0,marketing,43074
0.31,0.98,5,232,5,0,0,0,marketing,43601
0.32,0.97,6,272,2,0,0,0,sales,43955
0.48,0.5,4,173,3,0,0,0,sales,34772
0.62,0.42,2,124,2,0,0,0,sales,29050
0.77,0.86,5,282,4,0,0,0,sales,47304
0.76,0.8,2,219,4,1,0,0,sales,35376
0.68,0.41,3,106,6,0,0,0,sales,35961
0.72,0.79,4,192,4,0,0,0,sales,39285
0.87,0.91,5,190,2,0,0,0,sales,37278
0.59,0.57,2,156,2,0,0,0,sales,32152
0.7,0.64,3,180,2,0,0,0,sales,35689
0.73,0.81,4,245,2,0,0,0,sales,40582
0.58,0.62,3,169,2,0,0,0,sales,35986
0.64,0.66,3,188,4,0,0,0,sales,35635
0.89,0.66,5,224,2,0,0,0,sales,37989
0.95,0.71,3,263,2,1,0,0,sales,41836
0.84,0.9,3,262,2,0,0,0,sales,41036
0.6,0.99,4,225,3,0,0,0,sales,35917
0.71,0.63,5,224,3,1,0,0,sales,41078
0.6,0.95,3,266,3,0,0,0,sales,35554
0.91,0.68,3,218,3,1,0,0,accounting,38217
0.75,1,3,102,3,0,0,0,accounting,37044
0.7,0.67,4,181,3,0,0,0,accounting,34780
0.23,0.64,5,150,5,0,0,0,hr,37414
0.73,0.83,4,270,2,0,0,0,hr,42010
0.99,0.49,4,270,2,0,0,0,hr,36242
0.62,0.68,5,265,3,0,0,0,hr,40668
0.98,0.89,4,169,3,0,0,0,technical,38041
0.61,0.94,3,224,4,0,0,0,technical,38314
0.52,0.92,3,150,2,1,0,0,technical,32610
0.65,0.66,5,239,4,0,0,0,technical,44310
0.59,0.9,3,245,3,1,0,0,technical,40503
0.71,0.8,3,182,2,1,0,0,technical,35467
0.18,0.7,5,182,4,0,0,0,technical,38752
0.21,0.93,4,243,4,0,0,0,technical,42675
0.15,0.67,6,209,5,0,0,0,technical,43040
0.97,0.53,4,195,4,0,0,0,technical,40494
0.39,0.48,3,190,2,0,0,0,technical,33957
0.35,0.66,2,140,2,0,0,0,support,31343
0.88,0.58,4,147,4,0,0,0,support,34475
0.58,0.97,3,265,3,0,0,0,support,40362
0.61,0.78,3,238,2,0,0,0,support,35572
0.59,0.98,3,155,3,0,0,0,support,32164
0.55,0.41,4,132,5,1,0,0,support,38346
0.52,0.8,5,257,3,0,0,0,support,42381
0.71,0.77,2,255,3,0,0,0,support,41007
0.63,0.82,5,229,2,0,0,0,support,37872
0.17,0.84,5,216,4,0,0,0,support,42320
0.95,0.49,4,269,4,0,0,0,support,44426
1,0.73,3,205,2,0,0,0,technical,37061
0.73,0.96,2,151,3,0,0,0,technical,31785
0.8,0.64,4,246,3,1,0,0,technical,40773
0.63,0.8,4,256,4,0,0,0,management,43310
0.95,0.59,4,235,3,0,0,0,IT,39867
0.75,0.83,4,229,2,0,0,0,IT,32833
0.64,0.72,5,158,3,0,0,0,IT,37301
0.72,1,3,197,3,0,0,0,IT,42581
0.72,0.53,3,151,4,0,0,0,IT,35349
0.85,0.63,3,167,3,0,0,0,product_mng,33729
0.24,0.94,4,146,4,0,0,0,product_mng,37833
0.69,0.53,4,281,4,0,0,0,product_mng,44430
0.69,0.7,3,212,2,0,0,0,product_mng,39281
0.87,0.59,5,261,3,0,0,0,IT,38905
0.78,0.91,3,238,2,0,0,0,RandD,39428
0.76,0.74,4,235,3,0,0,0,RandD,41326
0.35,0.7,3,107,3,0,0,0,RandD,32194
0.88,0.59,6,243,4,0,0,0,RandD,44396
0.78,0.79,5,233,3,1,0,0,RandD,43223
0.36,0.42,3,206,5,0,0,0,marketing,42680
0.24,0.7,5,172,4,0,0,0,sales,36242
0.55,0.82,3,248,2,0,0,0,accounting,40150
0.91,0.53,3,147,4,1,0,0,support,35888
0.66,0.61,5,259,3,0,0,0,technical,42132
0.57,0.82,3,267,3,0,0,0,management,40732
0.64,0.64,3,263,3,0,0,0,marketing,39974
0.63,0.98,3,160,4,1,0,0,marketing,39679
0.49,0.92,5,176,3,0,0,0,marketing,37590
0.7,0.7,3,224,3,0,0,0,sales,35601
0.3,0.71,3,155,2,0,0,0,sales,32466
0.51,0.52,3,132,3,0,0,0,sales,34246
0.71,0.87,5,173,3,0,0,0,sales,40723
0.64,0.67,3,165,3,0,0,0,sales,36957
0.67,0.66,6,272,3,0,0,0,sales,41373
0.83,0.94,5,156,3,1,0,0,sales,43012
0.92,0.96,3,154,2,1,0,0,sales,34061
0.84,0.53,3,237,3,1,0,0,sales,42238
0.97,0.75,2,271,6,0,0,0,sales,43970
0.19,0.91,6,152,3,0,0,0,sales,38833
0.86,0.51,4,152,3,1,0,0,sales,37798
0.71,0.69,3,172,3,0,0,0,sales,38845
0.76,0.56,4,214,2,1,0,0,sales,39943
0.68,0.88,5,201,3,0,0,0,sales,41230
0.61,0.99,2,275,3,1,0,0,sales,39262
0.85,0.79,3,156,3,0,0,0,sales,33570
0.84,0.89,3,234,2,0,0,0,sales,38231
0.62,0.63,2,123,2,0,0,0,sales,33282
0.77,0.76,3,201,4,0,0,0,accounting,38193
0.79,0.93,5,160,4,1,0,0,accounting,41162
0.97,0.5,3,173,2,0,0,0,accounting,37981
0.59,0.61,4,141,2,1,0,0,hr,31359
0.93,0.62,3,231,6,0,0,0,hr,41157
0.85,0.54,4,174,2,0,0,0,hr,34949
0.7,0.57,4,211,3,0,0,0,hr,39419
0.54,0.91,3,249,3,0,0,0,technical,38338
0.42,0.86,2,108,5,0,0,0,technical,38080
0.96,0.75,4,165,3,0,0,0,technical,37410
0.58,0.8,3,181,4,0,0,0,technical,37848
0.61,0.59,3,237,2,0,0,0,technical,33960
0.62,0.97,5,180,2,0,0,0,technical,33210
0.68,0.7,3,209,3,0,0,0,technical,38352
0.6,0.73,3,191,5,1,0,0,technical,34418
0.7,0.91,4,181,2,1,0,0,technical,38181
0.65,0.55,4,250,2,0,0,0,technical,38704
0.48,0.59,2,179,2,0,0,0,technical,41857
0.75,0.73,3,225,4,0,0,0,support,45719
0.69,0.78,5,267,2,1,0,0,support,40396
0.34,0.46,2,169,2,1,0,0,support,32984
0.59,0.49,4,164,3,0,0,0,support,38788
0.94,0.95,4,155,3,0,0,0,support,40107
0.98,0.77,5,223,2,1,0,0,support,34554
0.72,0.66,3,160,3,0,0,0,support,30734
0.79,0.7,4,268,2,0,0,0,support,38444
0.54,0.61,4,151,4,1,0,0,support,38606
0.73,0.95,3,156,2,0,0,0,support,34742
0.82,0.58,4,136,3,0,0,0,support,37574
0.57,0.45,3,189,2,0,0,0,technical,32150
0.98,0.93,5,203,2,0,0,0,technical,31859
0.91,0.65,5,174,2,0,0,0,technical,38345
0.72,0.91,3,239,2,0,0,0,management,35579
0.48,0.73,5,152,6,0,0,0,IT,36053
0.57,0.86,4,268,6,0,0,0,IT,46362
0.86,0.96,4,146,3,0,0,0,IT,37382
0.63,0.85,3,232,4,0,0,0,IT,39994
0.81,0.52,3,255,5,0,0,0,IT,41805
0.21,0.37,4,129,4,0,0,0,product_mng,35651
0.9,0.66,3,261,3,1,0,0,product_mng,39323
0.79,0.78,3,101,2,1,0,0,product_mng,27379
0.95,0.49,4,229,3,0,0,0,product_mng,37763
0.29,0.43,3,162,4,0,0,0,IT,38103
0.81,0.52,4,270,3,0,0,0,RandD,42404
0.21,0.56,6,277,5,0,0,0,RandD,47170
0.7,0.83,5,261,4,0,0,0,RandD,41062
0.66,0.64,4,204,2,0,0,0,RandD,36346
0.16,0.86,2,215,2,0,0,0,RandD,30107
0.72,0.8,3,219,3,0,0,0,marketing,38596
0.51,0.5,3,147,4,0,0,0,sales,39622
0.59,0.63,5,243,2,0,0,0,accounting,35964
0.66,0.4,2,155,5,1,0,0,support,35585
0.69,0.84,3,253,2,0,0,0,technical,39172
0.69,0.94,4,235,3,0,0,0,management,42982
0.89,0.79,5,257,3,0,0,0,marketing,40729
0.52,0.56,4,225,2,0,0,0,marketing,36119
0.91,0.91,3,167,3,0,0,0,marketing,30627
0.96,0.53,5,224,4,0,0,0,sales,41958
0.8,0.58,5,127,3,0,0,0,sales,40455
0.55,0.77,3,256,3,1,0,0,sales,40693
0.93,0.63,4,233,2,0,0,0,sales,38194
0.93,0.86,4,169,4,0,0,0,sales,38855
0.54,0.48,3,152,2,0,0,0,sales,33272
0.48,0.76,5,236,2,0,0,0,sales,37267
0.19,0.99,3,154,2,0,0,0,sales,35458
0.95,0.71,3,223,2,0,0,0,sales,37414
0.96,0.81,4,211,3,0,0,0,sales,38694
0.63,0.89,4,192,2,0,0,0,sales,33761
0.81,0.8,4,227,2,1,0,0,sales,41208
0.5,0.88,4,265,3,1,0,0,sales,43011
0.76,0.72,5,228,2,0,0,0,sales,37517
0.84,0.49,4,152,3,0,0,0,sales,38204
0.2,0.95,5,169,5,0,0,0,sales,39206
0.78,0.92,3,169,3,0,0,0,sales,33694
0.8,0.68,4,157,3,0,0,0,sales,34050
0.94,0.57,4,251,2,1,0,0,sales,34722
0.44,0.74,5,253,2,0,0,0,accounting,41328
0.92,0.85,3,155,2,0,0,0,accounting,28872
0.54,0.8,3,232,2,0,0,0,accounting,34228
0.56,0.56,4,195,2,0,0,0,hr,31161
0.66,0.69,4,198,3,1,0,0,hr,37784
0.8,0.91,3,246,3,0,0,0,hr,39124
0.6,0.81,2,214,3,0,0,0,hr,36183
0.73,0.73,5,249,3,0,0,0,technical,38843
0.55,0.74,3,211,3,1,0,0,technical,34819
0.7,0.71,5,269,3,0,0,0,technical,43610
0.53,0.68,4,214,3,0,0,0,technical,37423
0.9,0.94,4,231,3,0,0,0,technical,40440
0.8,0.78,3,175,3,0,0,0,technical,33736
0.51,0.6,5,175,3,0,0,0,technical,38202
0.86,0.96,5,238,5,0,0,0,technical,47158
0.63,0.79,4,228,4,0,0,0,technical,42465
0.83,0.93,3,220,4,0,0,0,technical,38668
0.85,0.55,4,233,2,1,0,0,technical,38892
0.8,0.57,3,225,4,0,0,0,support,39348
0.79,0.97,5,187,3,0,0,0,support,38369
0.37,0.71,3,117,3,0,0,0,support,32235
0.85,0.9,3,184,3,1,0,0,support,35989
0.76,0.56,3,216,3,0,0,0,support,38530
0.99,0.62,4,140,2,1,0,0,support,31116
0.55,0.63,3,201,2,1,0,0,support,33210
0.69,0.69,4,167,3,1,0,0,support,32978
0.68,1,5,203,2,0,0,0,support,33649
0.69,0.9,5,231,2,1,0,0,support,36006
0.65,0.7,3,141,4,0,0,0,support,36148
0.17,0.88,6,226,3,1,0,0,technical,38968
0.48,0.65,3,199,2,0,0,0,technical,36934
0.61,0.9,3,263,3,0,0,0,IT,40436
0.65,0.59,4,192,3,0,0,0,technical,32778
0.57,0.49,4,247,2,0,0,0,management,40587
0.8,0.67,3,164,3,0,0,0,IT,37426
0.8,0.6,5,234,2,0,0,0,IT,36715
0.5,0.6,2,177,3,1,0,0,IT,36200
0.95,0.87,3,208,2,0,0,0,IT,33958
0.69,0.93,3,233,3,0,0,0,IT,39094
0.74,0.57,4,172,3,0,0,0,product_mng,33538
0.68,0.59,3,141,3,0,0,0,product_mng,29767
0.68,0.55,3,213,3,0,0,0,product_mng,36892
0.65,0.37,5,128,3,1,0,0,product_mng,35090
0.85,0.92,4,151,3,1,0,0,IT,34655
0.49,0.48,4,247,3,0,0,0,RandD,37489
0.19,0.8,6,143,4,0,0,0,RandD,37550
0.95,0.61,3,164,3,0,0,0,RandD,36073
0.63,0.62,3,183,3,0,0,0,RandD,36237
0.83,0.8,4,274,3,0,0,0,RandD,42256
0.62,0.78,4,261,2,0,0,0,marketing,37974
0.74,0.98,5,200,3,0,0,0,sales,41929
0.7,0.87,5,177,2,0,0,0,accounting,33409
0.28,0.38,5,139,4,0,0,0,support,38668
0.39,0.56,6,228,5,0,0,0,technical,47254
0.62,0.63,3,230,2,0,0,0,management,38402
0.79,0.54,5,212,4,0,0,0,marketing,40593
0.87,0.74,4,265,4,0,0,0,marketing,41529
0.29,0.75,3,124,4,0,0,0,marketing,37490
0.37,0.88,4,155,3,0,0,0,sales,32292
0.68,0.55,4,215,4,0,0,0,sales,37924
0.9,0.51,4,214,2,0,0,0,sales,36306
0.97,0.65,3,181,3,0,0,0,sales,39344
0.6,0.77,4,229,2,0,0,0,sales,38999
0.58,0.79,5,262,2,0,0,0,sales,38179
0.83,0.86,3,165,3,0,0,0,sales,34674
0.83,0.73,5,136,3,0,0,0,sales,34264
0.94,0.71,4,151,2,1,0,0,sales,32375
0.69,0.9,5,226,4,0,0,0,sales,44247
0.81,0.81,5,215,2,0,0,0,sales,34820
0.19,0.5,6,143,5,1,0,0,sales,44071
0.18,0.64,3,223,4,1,0,0,sales,41920
0.58,0.63,4,271,3,0,0,0,sales,44377
0.76,0.65,3,220,3,0,0,0,sales,37042
0.26,0.47,6,182,4,0,0,0,sales,40125
0.78,0.87,3,190,3,0,0,0,sales,33117
0.71,0.56,3,198,3,0,0,0,sales,35788
0.76,0.61,3,141,2,0,0,0,sales,33984
0.44,0.81,3,248,2,0,0,0,accounting,41340
0.26,0.69,2,168,5,0,0,0,accounting,34932
0.75,0.57,5,162,3,0,0,0,accounting,36186
0.64,0.9,4,211,3,0,0,0,hr,38271
0.79,0.71,4,271,3,0,0,0,hr,38160
0.96,0.61,3,271,2,0,0,0,hr,40728
0.63,1,5,244,2,0,0,0,hr,37890
0.65,0.55,5,261,3,1,0,0,technical,41561
0.76,0.81,3,225,3,0,0,0,technical,37320
0.26,0.9,4,266,5,0,0,0,technical,42426
0.84,0.73,3,146,5,1,0,0,technical,37482
0.74,0.77,3,233,3,0,0,0,technical,38310
0.53,0.45,4,180,3,0,0,0,technical,36170
0.7,0.56,5,208,3,0,0,0,technical,37578
0.62,0.69,4,165,4,1,0,0,technical,38648
0.71,0.68,4,221,4,0,0,0,technical,44784
0.5,0.65,3,215,2,0,0,0,technical,36799
0.53,0.5,6,264,6,0,0,0,technical,50090
0.88,0.89,2,160,4,0,0,0,support,32324
0.79,0.83,2,192,3,0,0,0,support,36294
0.69,0.89,5,201,2,0,0,0,support,34806
0.57,0.96,4,264,2,0,0,0,support,36107
0.68,0.8,4,186,3,1,0,0,support,35551
0.6,0.82,4,272,3,0,0,0,support,44679
0.7,0.9,4,216,3,0,0,0,support,41275
0.71,0.76,4,142,2,1,0,0,support,34307
0.49,0.51,4,133,3,0,0,0,support,30918
0.74,0.7,4,260,2,0,0,0,support,39109
0.2,0.93,4,101,5,0,0,0,support,36904
0.57,0.5,4,230,2,0,0,0,technical,38538
0.83,0.48,3,242,4,0,0,0,technical,36190
0.22,0.64,3,193,2,0,0,0,technical,33124
0.67,0.57,2,234,4,0,0,0,management,39339
0.54,0.84,3,132,3,0,0,0,IT,35140
0.54,0.53,4,183,3,0,0,0,IT,31759
0.64,0.61,4,191,4,0,0,0,IT,38744
0.23,0.84,5,140,4,0,0,0,IT,37857
0.88,0.87,5,257,3,0,0,0,IT,43974
0.83,0.54,4,219,3,0,0,0,product_mng,40782
0.88,0.67,5,141,2,0,0,0,product_mng,36006
0.9,0.85,5,162,2,0,0,0,product_mng,33600
0.49,0.61,3,181,3,0,0,0,product_mng,31479
0.55,0.49,3,191,3,0,0,0,IT,35767
0.92,0.69,4,149,6,1,0,0,RandD,42554
0.72,0.67,3,164,4,0,0,0,RandD,40383
0.63,0.5,4,235,3,0,0,0,RandD,41626
0.98,0.66,3,199,3,0,0,0,RandD,38223
0.76,0.52,3,248,3,0,0,0,RandD,40549
0.42,0.56,2,103,3,1,0,0,marketing,30059
0.58,0.65,4,248,4,0,0,0,marketing,41674
0.85,0.82,3,153,3,1,0,0,sales,39022
0.67,0.95,4,241,4,0,0,0,accounting,39293
0.58,1,4,258,3,0,0,0,support,45036
0.84,0.76,5,172,5,1,0,0,technical,39794
0.56,0.68,3,149,2,0,0,0,management,36463
0.63,0.83,4,217,3,0,0,0,marketing,35432
0.51,0.92,3,243,3,0,0,0,marketing,40814
0.95,0.81,5,120,3,0,0,0,marketing,33158
0.85,0.55,3,137,3,1,0,0,sales,30511
0.73,0.78,5,150,3,0,0,0,sales,37046
0.2,0.49,5,199,5,0,0,0,sales,44473
0.78,0.79,3,203,2,0,0,0,sales,33737
0.83,0.8,3,273,3,0,0,0,sales,37102
0.87,0.56,2,214,3,1,0,0,sales,36770
0.98,0.99,5,141,3,0,0,0,sales,35831
1,0.81,5,243,3,0,0,0,sales,42520
0.7,0.55,4,159,3,0,0,0,sales,38423
0.62,0.88,5,146,3,0,0,0,sales,36151
0.67,0.72,4,159,2,0,0,0,sales,39188
0.86,0.96,4,196,3,0,0,0,sales,38460
0.44,0.57,5,183,2,1,0,0,sales,35783
0.19,0.86,4,192,4,0,0,0,sales,35171
0.76,0.83,4,246,2,0,0,0,sales,38243
0.89,0.93,5,191,4,0,0,0,sales,39209
0.25,0.97,3,158,3,0,0,0,sales,37500
0.68,1,4,167,2,0,0,0,sales,36106
0.38,0.5,2,187,2,1,0,0,sales,31201
0.64,0.95,4,199,4,0,0,0,accounting,39980
0.76,0.62,4,157,3,0,0,0,accounting,37628
0.26,0.45,2,157,3,0,0,0,accounting,37970
0.69,0.67,3,178,2,0,0,0,hr,36818
0.98,0.66,3,154,2,0,0,0,hr,35302
0.86,0.83,5,208,2,1,0,0,hr,38050
0.14,0.68,4,273,5,1,0,0,hr,45720
0.58,0.63,4,159,3,0,0,0,technical,39173
0.63,0.97,4,234,2,0,0,0,technical,34968
0.7,0.91,5,139,3,1,0,0,technical,35076
0.73,0.62,4,210,4,0,0,0,technical,38168
0.89,0.52,3,164,3,0,0,0,technical,36347
0.17,0.61,3,241,5,1,0,0,technical,45325
0.86,0.73,5,259,2,0,0,0,technical,38957
0.59,0.73,3,159,3,1,0,0,technical,29174
0.22,0.51,4,131,2,0,0,0,technical,32119
0.55,0.57,3,266,2,0,0,0,technical,41283
0.74,0.6,3,153,2,0,0,0,technical,34694
0.55,0.54,3,253,2,0,0,0,support,39420
0.67,0.94,4,141,2,1,0,0,support,32950
0.64,0.8,3,199,3,0,0,0,support,33952
0.58,0.71,3,205,3,0,0,0,support,38738
0.9,0.6,4,252,3,0,0,0,support,38614
0.89,0.9,4,153,3,0,0,0,support,41210
0.74,0.37,2,171,4,0,0,0,support,37776
0.78,0.91,5,150,4,0,0,0,support,36548
0.97,0.53,4,247,3,0,0,0,support,38921
0.52,0.92,4,150,2,1,0,0,support,33867
0.99,0.86,4,206,2,0,0,0,support,36301
0.76,0.44,4,192,4,1,0,0,technical,41992
0.69,0.96,5,164,3,0,0,0,technical,37666
0.59,0.69,3,186,3,0,0,0,technical,34670
0.95,0.63,3,249,3,0,0,0,management,44376
0.69,0.81,3,214,2,0,0,0,IT,36523
0.76,0.75,4,193,4,0,0,0,IT,41172
0.7,0.84,2,114,4,0,0,0,IT,31979
0.87,0.6,2,122,2,0,0,0,IT,31807
0.44,0.55,3,170,3,1,0,0,IT,36477
0.54,0.91,3,151,3,0,0,0,product_mng,30025
0.55,0.75,3,156,3,0,0,0,product_mng,40038
0.81,0.75,5,170,3,1,0,0,product_mng,40726
0.5,0.55,3,188,2,0,0,0,product_mng,34107
0.93,0.74,4,201,3,1,0,0,IT,35394
0.64,0.5,6,254,6,0,0,0,RandD,47968
0.57,0.78,3,206,4,0,0,0,RandD,39216
0.95,0.74,4,216,3,0,0,0,RandD,39789
0.86,0.67,5,200,3,0,0,0,RandD,39478
0.82,0.58,4,202,2,0,0,0,RandD,37965
0.18,0.79,4,217,4,0,0,0,RandD,44068
0.58,0.7,5,151,4,0,0,0,marketing,39470
0.57,0.56,3,224,2,0,0,0,sales,34275
0.94,0.83,5,148,3,0,0,0,accounting,39806
0.2,0.97,6,224,5,1,0,0,support,48201
0.73,0.75,2,243,5,1,0,0,technical,49330
0.94,0.8,4,238,3,1,0,0,management,37191
0.99,0.61,3,254,3,0,0,0,marketing,40507
0.22,0.49,4,218,4,0,0,0,marketing,35294
0.67,0.66,3,237,3,0,0,0,marketing,40432
0.49,0.67,4,185,2,0,0,0,sales,34479
0.78,0.95,4,184,3,0,0,0,sales,42108
0.15,0.74,2,176,3,1,0,0,sales,33163
0.91,0.89,4,260,3,0,0,0,sales,36877
0.7,0.78,4,254,4,0,0,0,sales,41121
0.6,0.95,3,221,3,0,0,0,sales,33311
0.59,0.57,5,257,2,0,0,0,sales,42227
0.59,0.93,3,265,3,1,0,0,sales,35287
0.55,0.64,3,138,3,1,0,0,sales,34171
0.42,0.75,3,163,2,1,0,0,sales,28655
0.57,0.81,3,144,3,0,0,0,sales,33599
0.72,0.51,3,146,2,1,0,0,sales,37108
0.83,0.81,3,242,6,0,0,0,sales,44701
0.89,0.93,4,249,3,0,0,0,sales,38391
0.55,0.59,3,245,3,0,0,0,sales,39371
0.53,0.75,4,201,2,0,0,0,sales,36695
0.74,0.59,4,177,4,1,0,0,sales,39631
0.63,0.98,4,160,2,0,0,0,sales,31182
0.63,0.4,6,177,2,1,0,0,sales,38731
0.61,0.97,4,153,3,0,0,0,accounting,28989
0.76,0.79,3,197,5,0,0,0,accounting,38475
0.67,0.82,4,246,4,0,0,0,accounting,40679
0.51,0.95,4,258,3,0,0,0,hr,42583
0.67,0.55,3,137,3,0,0,0,hr,34106
0.16,0.94,3,178,4,0,0,0,hr,34086
0.34,0.85,4,123,4,0,0,0,hr,33287
0.58,0.73,5,162,3,1,0,0,technical,37596
0.5,0.71,5,210,5,0,0,0,technical,42302
0.56,0.48,4,197,3,1,0,0,technical,36502
0.56,0.98,3,220,3,0,0,0,technical,36997
0.74,0.71,4,133,2,0,0,0,technical,34990
0.69,0.99,3,198,2,0,0,0,technical,34305
0.15,0.81,4,160,5,0,0,0,technical,38879
0.58,0.67,2,180,2,0,0,0,technical,39224
